Code,lichaamslocalisatie,pathologie
7684,Voorvoet (tenen),"M.D.L. (Maag, Darm, Lever)"
7685,Voorvoet (tenen),Seksuologie
7686,Voorvoet (tenen),"Urine incontinentie, incontinentie urinae"
7687,Voorvoet (tenen),"Fecale incontinentie, incontinentie alvi"
7688,Voorvoet (tenen),Urologie
7689,Voorvoet (tenen),Gynaecologie
7690,Voorvoet (tenen),"Reumatoïde arthritis, chronische reuma"
7691,Voorvoet (tenen),Juveniel reuma
7692,Voorvoet (tenen),(Poly-) arthritis
7693,Voorvoet (tenen),Spondylitis ankylopoetica / ankylose
7694,Voorvoet (tenen),Overige reumatische- en collageenaandoeningen 
7695,Voorvoet (tenen),Littekenweefsel
7696,Voorvoet (tenen),Sclerodermie
7697,Voorvoet (tenen),Psoriasis
7698,Voorvoet (tenen),Hyperhydrosis
7699,Voorvoet (tenen),Overige huidaandoeningen
7900,Gecombineerd ** Knie/ Onderbeen/ Voet,Amputatie
7901,Gecombineerd ** Knie/ Onderbeen/ Voet,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
7902,Gecombineerd ** Knie/ Onderbeen/ Voet,"Botten, uitgezonderd wervelkolom"
7903,Gecombineerd ** Knie/ Onderbeen/ Voet,"Meniscectomie, synovectomie"
7904,Gecombineerd ** Knie/ Onderbeen/ Voet,"Pees, spier, ligament"
7905,Gecombineerd ** Knie/ Onderbeen/ Voet,Wervelkolom
7906,Gecombineerd ** Knie/ Onderbeen/ Voet,Verwijderde osteosynthese materiaal
7908,Gecombineerd ** Knie/ Onderbeen/ Voet,Postoperatieve contractuur / atrofie
7909,Gecombineerd ** Knie/ Onderbeen/ Voet,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7910,Gecombineerd ** Knie/ Onderbeen/ Voet,Aseptische botnecrose
7911,Gecombineerd ** Knie/ Onderbeen/ Voet,Afwijkingen wervelkolom / bekken
7912,Gecombineerd ** Knie/ Onderbeen/ Voet,Skeletafwijkingen (aangeboren)
7913,Gecombineerd ** Knie/ Onderbeen/ Voet,Ossificatiestoornis
7914,Gecombineerd ** Knie/ Onderbeen/ Voet,Ontstekingen / nieuwvormingen in het skelet
7915,Gecombineerd ** Knie/ Onderbeen/ Voet,Pseudo-arthrose / epiphysiolysis / apofysitiden
7916,Gecombineerd ** Knie/ Onderbeen/ Voet,Standsafwijkingen extremiteiten
7917,Gecombineerd ** Knie/ Onderbeen/ Voet,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7918,Gecombineerd ** Knie/ Onderbeen/ Voet,Overige orthopedische aandoeningen zonder chirurgie
7919,Gecombineerd ** Knie/ Onderbeen/ Voet,Dupuytren
7920,Gecombineerd ** Knie/ Onderbeen/ Voet,Epicondylitis / tendinitis / tendovaginitis
7921,Gecombineerd ** Knie/ Onderbeen/ Voet,Bursitis (niet traumatisch) / capsulitis
7922,Gecombineerd ** Knie/ Onderbeen/ Voet,Chondropathie / arthropathie / meniscuslaesie
7923,Gecombineerd ** Knie/ Onderbeen/ Voet,Artrose
7924,Gecombineerd ** Knie/ Onderbeen/ Voet,Osteoporose
7925,Gecombineerd ** Knie/ Onderbeen/ Voet,Syndroom van Costen
7926,Gecombineerd ** Knie/ Onderbeen/ Voet,"Spier-, pees- en fascie aandoeningen"
7927,Gecombineerd ** Knie/ Onderbeen/ Voet,"Discusdegeneratie, coccygodynie / HNP"
7928,Gecombineerd ** Knie/ Onderbeen/ Voet,Sudeckse a(dys)trofie
7931,Gecombineerd ** Knie/ Onderbeen/ Voet,Gewrichtcontusie / -distorsie
7932,Gecombineerd ** Knie/ Onderbeen/ Voet,Luxatie (sub-)
7933,Gecombineerd ** Knie/ Onderbeen/ Voet,"Spier-, peesruptuur / haematoom"
7934,Gecombineerd ** Knie/ Onderbeen/ Voet,Hydrops / haemarthos / haematoom
7935,Gecombineerd ** Knie/ Onderbeen/ Voet,Myositis ossificans / adhaesies / traumatische bursitis
7936,Gecombineerd ** Knie/ Onderbeen/ Voet,Fracturen
7937,Gecombineerd ** Knie/ Onderbeen/ Voet,Onbekend
7938,Gecombineerd ** Knie/ Onderbeen/ Voet,Whiplash injury (nektrauma)
7939,Gecombineerd ** Knie/ Onderbeen/ Voet,Status na brandwonden
7940,Gecombineerd ** Knie/ Onderbeen/ Voet,Hartaandoeningen (niet genoemd onder 41 t/m 49)
7941,Gecombineerd ** Knie/ Onderbeen/ Voet,Myocard-infarct (AMI)
7942,Gecombineerd ** Knie/ Onderbeen/ Voet,Status na coronary artery bypassoperatie (CABG)
7943,Gecombineerd ** Knie/ Onderbeen/ Voet,Status na percutane transluminale coronair angioplastiek (PTCA)
7944,Gecombineerd ** Knie/ Onderbeen/ Voet,Status na hartklepoperatie
7945,Gecombineerd ** Knie/ Onderbeen/ Voet,Status na operatief gecorrigeerde congenitale afwijkingen
7946,Gecombineerd ** Knie/ Onderbeen/ Voet,Lymfevataandoeningen / oedeem
7947,Gecombineerd ** Knie/ Onderbeen/ Voet,Ulcus / decubitus / necrose
7948,Gecombineerd ** Knie/ Onderbeen/ Voet,"Algemeen vaatlijden, circulatiestoornissen"
7949,Gecombineerd ** Knie/ Onderbeen/ Voet,Onbekend
7950,Gecombineerd ** Knie/ Onderbeen/ Voet,Cara
7951,Gecombineerd ** Knie/ Onderbeen/ Voet,Aangeboren afwijkingen tractus respiratorius
7952,Gecombineerd ** Knie/ Onderbeen/ Voet,Pneumothorax / longoedeem
7953,Gecombineerd ** Knie/ Onderbeen/ Voet,Luchtweginfecties
7954,Gecombineerd ** Knie/ Onderbeen/ Voet,COPD
7955,Gecombineerd ** Knie/ Onderbeen/ Voet,Emfyseem
7956,Gecombineerd ** Knie/ Onderbeen/ Voet,Interstitiële longaandoeningen incl. sarcoïdose
7960,Gecombineerd ** Knie/ Onderbeen/ Voet,Diabetes mellitus
7961,Gecombineerd ** Knie/ Onderbeen/ Voet,Immuniteitsstoornissen
7962,Gecombineerd ** Knie/ Onderbeen/ Voet,Spastisch colon
7964,Gecombineerd ** Knie/ Onderbeen/ Voet,Adipositas
7965,Gecombineerd ** Knie/ Onderbeen/ Voet,"Overige-, erfelijke aandoeningen"
7968,Gecombineerd ** Knie/ Onderbeen/ Voet,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7969,Gecombineerd ** Knie/ Onderbeen/ Voet,Nieuwvormingen zonder chirurgie
7970,Gecombineerd ** Knie/ Onderbeen/ Voet,Perifere zenuwaandoening
7971,Gecombineerd ** Knie/ Onderbeen/ Voet,Cerebellaire aandoeningen / encephalopathieën
7972,Gecombineerd ** Knie/ Onderbeen/ Voet,Cerebrovasculair accident / centrale parese
7973,Gecombineerd ** Knie/ Onderbeen/ Voet,Multiple sclerose / ALS/ spinale spieratrofie
7974,Gecombineerd ** Knie/ Onderbeen/ Voet,Parkinson / extrapyramidale aandoening
7975,Gecombineerd ** Knie/ Onderbeen/ Voet,HNP met radiculair syndroom
7976,Gecombineerd ** Knie/ Onderbeen/ Voet,Dwarslaesie (incl. traumatisch en partieel)
7977,Gecombineerd ** Knie/ Onderbeen/ Voet,Neurotraumata
7978,Gecombineerd ** Knie/ Onderbeen/ Voet,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7979,Gecombineerd ** Knie/ Onderbeen/ Voet,Psychomotore retardatie / ontwikkelingsstoornissen
7980,Gecombineerd ** Knie/ Onderbeen/ Voet,Symptomatologie (nog zonder aanwijsbare pathologie)
7981,Gecombineerd ** Knie/ Onderbeen/ Voet,Psychosomatische aandoeningen
7982,Gecombineerd ** Knie/ Onderbeen/ Voet,Hyperventilatie zonder longpathologie
7983,Gecombineerd ** Knie/ Onderbeen/ Voet,Proctologie
7984,Gecombineerd ** Knie/ Onderbeen/ Voet,"M.D.L. (Maag, Darm, Lever)"
7985,Gecombineerd ** Knie/ Onderbeen/ Voet,Seksuologie
7986,Gecombineerd ** Knie/ Onderbeen/ Voet,"Urine incontinentie, incontinentie urinae"
7987,Gecombineerd ** Knie/ Onderbeen/ Voet,"Fecale incontinentie, incontinentie alvi"
7988,Gecombineerd ** Knie/ Onderbeen/ Voet,Urologie
7989,Gecombineerd ** Knie/ Onderbeen/ Voet,Gynaecologie
7990,Gecombineerd ** Knie/ Onderbeen/ Voet,"Reumatoïde arthritis, chronische reuma"
7991,Gecombineerd ** Knie/ Onderbeen/ Voet,Juveniel reuma
7992,Gecombineerd ** Knie/ Onderbeen/ Voet,(Poly-) arthritis
7993,Gecombineerd ** Knie/ Onderbeen/ Voet,Spondylitis ankylopoetica / ankylose
7994,Gecombineerd ** Knie/ Onderbeen/ Voet,Overige reumatische- en collageenaandoeningen 
7995,Gecombineerd ** Knie/ Onderbeen/ Voet,Littekenweefsel
7996,Gecombineerd ** Knie/ Onderbeen/ Voet,Sclerodermie
7997,Gecombineerd ** Knie/ Onderbeen/ Voet,Psoriasis
7998,Gecombineerd ** Knie/ Onderbeen/ Voet,Hyperhydrosis
7999,Gecombineerd ** Knie/ Onderbeen/ Voet,Overige huidaandoeningen
9000,Één lichaamszijde,Amputatie
9001,Één lichaamszijde,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
9002,Één lichaamszijde,"Botten, uitgezonderd wervelkolom"
9003,Één lichaamszijde,"Meniscectomie, synovectomie"
9004,Één lichaamszijde,"Pees, spier, ligament"
9005,Één lichaamszijde,Wervelkolom
9006,Één lichaamszijde,Verwijderde osteosynthese materiaal
9008,Één lichaamszijde,Postoperatieve contractuur / atrofie
9009,Één lichaamszijde,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
9010,Één lichaamszijde,Aseptische botnecrose
9011,Één lichaamszijde,Afwijkingen wervelkolom / bekken
9012,Één lichaamszijde,Skeletafwijkingen (aangeboren)
9013,Één lichaamszijde,Ossificatiestoornis
9014,Één lichaamszijde,Ontstekingen / nieuwvormingen in het skelet
9015,Één lichaamszijde,Pseudo-arthrose / epiphysiolysis / apofysitiden
9016,Één lichaamszijde,Standsafwijkingen extremiteiten
9017,Één lichaamszijde,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
9018,Één lichaamszijde,Overige orthopedische aandoeningen zonder chirurgie
9019,Één lichaamszijde,Dupuytren
9020,Één lichaamszijde,Epicondylitis / tendinitis / tendovaginitis
9021,Één lichaamszijde,Bursitis (niet traumatisch) / capsulitis
9022,Één lichaamszijde,Chondropathie / arthropathie / meniscuslaesie
9023,Één lichaamszijde,Arthrose
9024,Één lichaamszijde,Osteoporose
9025,Één lichaamszijde,Syndroom van Costen
9026,Één lichaamszijde,"Spier-, pees- en fascie aandoeningen"
9027,Één lichaamszijde,"Discusdegeneratie, coccygodynie / HNP"
9028,Één lichaamszijde,Sudeckse a(dys)trofie
9031,Één lichaamszijde,Gewrichtcontusie / -distorsie
9032,Één lichaamszijde,Luxatie (sub-)
9033,Één lichaamszijde,"Spier-, peesruptuur / haematoom"
9034,Één lichaamszijde,Hydrops / haemarthos / haematoom
9035,Één lichaamszijde,Myositis ossificans / adhaesies / traumatische bursitis
9036,Één lichaamszijde,Fracturen
9037,Één lichaamszijde,Onbekend
9038,Één lichaamszijde,Whiplash injury (nektrauma)
9039,Één lichaamszijde,Status na brandwonden
9040,Één lichaamszijde,Hartaandoeningen (niet genoemd onder 41 t/m 49)
9041,Één lichaamszijde,Myocard-infarct (AMI)
9042,Één lichaamszijde,Status na coronary artery bypassoperatie (CABG)
9043,Één lichaamszijde,Status na percutane transluminale coronair angioplastiek (PTCA)
9044,Één lichaamszijde,Status na hartklepoperatie
9045,Één lichaamszijde,Status na operatief gecorrigeerde congenitale afwijkingen
9046,Één lichaamszijde,Lymfevataandoeningen / oedeem
9047,Één lichaamszijde,Ulcus / decubitus / necrose
9048,Één lichaamszijde,"Algemeen vaatlijden, circulatiestoornissen"
9049,Één lichaamszijde,Onbekend
9050,Één lichaamszijde,Cara
9051,Één lichaamszijde,Aangeboren afwijkingen tractus respiratorius
9052,Één lichaamszijde,Pneumothorax / longoedeem
9053,Één lichaamszijde,Luchtweginfecties
9054,Één lichaamszijde,COPD
9055,Één lichaamszijde,Emfyseem
9056,Één lichaamszijde,Interstitiële longaandoeningen incl. sarcoïdose
9060,Één lichaamszijde,Diabetes mellitus
9061,Één lichaamszijde,Immuniteitsstoornissen
9062,Één lichaamszijde,Spastisch colon
9064,Één lichaamszijde,Adipositas
9065,Één lichaamszijde,"Overige-, erfelijke aandoeningen"
9068,Één lichaamszijde,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
9069,Één lichaamszijde,Nieuwvormingen zonder chirurgie
9070,Één lichaamszijde,Perifere zenuwaandoening
9071,Één lichaamszijde,Cerebellaire aandoeningen / encephalopathieën
9072,Één lichaamszijde,Cerebrovasculair accident / centrale parese
9073,Één lichaamszijde,Multiple sclerose / ALS/ spinale spieratrofie
9074,Één lichaamszijde,Parkinson / extrapyramidale aandoening
9075,Één lichaamszijde,HNP met radiculair syndroom
9076,Één lichaamszijde,Dwarslaesie (incl. traumatisch en partieel)
9077,Één lichaamszijde,Neurotraumata
9078,Één lichaamszijde,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
9079,Één lichaamszijde,Psychomotore retardatie / ontwikkelingsstoornissen
9080,Één lichaamszijde,Symptomatologie (nog zonder aanwijsbare pathologie)
9081,Één lichaamszijde,Psychosomatische aandoeningen
9082,Één lichaamszijde,Hyperventilatie zonder longpathologie
9083,Één lichaamszijde,Proctologie
9084,Één lichaamszijde,"M.D.L. (Maag, Darm, Lever)"
9085,Één lichaamszijde,Seksuologie
9086,Één lichaamszijde,"Urine incontinentie, incontinentie urinae"
9087,Één lichaamszijde,"Fecale incontinentie, incontinentie alvi"
9088,Één lichaamszijde,Urologie
9089,Één lichaamszijde,Gynaecologie
9090,Één lichaamszijde,"Reumatoïde arthritis, chronische reuma"
9091,Één lichaamszijde,Juveniel reuma
9092,Één lichaamszijde,(Poly-) arthritis
9093,Één lichaamszijde,Spondylitis ankylopoetica / ankylose
9094,Één lichaamszijde,Overige reumatische- en collageenaandoeningen 
9095,Één lichaamszijde,Littekenweefsel
9096,Één lichaamszijde,Sclerodermie
9097,Één lichaamszijde,Psoriasis
9098,Één lichaamszijde,Hyperhydrosis
9099,Één lichaamszijde,Overige huidaandoeningen
9100,Bovenste lichaamshelft,Amputatie
9101,Bovenste lichaamshelft,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
9102,Bovenste lichaamshelft,"Botten, uitgezonderd wervelkolom"
9103,Bovenste lichaamshelft,"Meniscectomie, synovectomie"
9104,Bovenste lichaamshelft,"Pees, spier, ligament"
9105,Bovenste lichaamshelft,Wervelkolom
9106,Bovenste lichaamshelft,Verwijderde osteosynthese materiaal
9108,Bovenste lichaamshelft,Postoperatieve contractuur / atrofie
9109,Bovenste lichaamshelft,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
9110,Bovenste lichaamshelft,Aseptische botnecrose
9111,Bovenste lichaamshelft,Afwijkingen wervelkolom / bekken
9112,Bovenste lichaamshelft,Skeletafwijkingen (aangeboren)
9113,Bovenste lichaamshelft,Ossificatiestoornis
9114,Bovenste lichaamshelft,Ontstekingen / nieuwvormingen in het skelet
9115,Bovenste lichaamshelft,Pseudo-arthrose / epiphysiolysis / apofysitiden
9116,Bovenste lichaamshelft,Standsafwijkingen extremiteiten
9117,Bovenste lichaamshelft,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
9118,Bovenste lichaamshelft,Overige orthopedische aandoeningen zonder chirurgie
9119,Bovenste lichaamshelft,Dupuytren
9120,Bovenste lichaamshelft,Epicondylitis / tendinitis / tendovaginitis
9121,Bovenste lichaamshelft,Bursitis (niet traumatisch) / capsulitis
9122,Bovenste lichaamshelft,Chondropathie / arthropathie / meniscuslaesie
9123,Bovenste lichaamshelft,Artrose
9124,Bovenste lichaamshelft,Osteoporose
9125,Bovenste lichaamshelft,Syndroom van Costen
9126,Bovenste lichaamshelft,"Spier-, pees- en fascie aandoeningen"
9127,Bovenste lichaamshelft,"Discusdegeneratie, coccygodynie / HNP"
9128,Bovenste lichaamshelft,Sudeckse a(dys)trofie
9131,Bovenste lichaamshelft,Gewrichtcontusie / -distorsie
9132,Bovenste lichaamshelft,Luxatie (sub-)
9133,Bovenste lichaamshelft,"Spier-, peesruptuur / haematoom"
9134,Bovenste lichaamshelft,Hydrops / haemarthos / haematoom
9135,Bovenste lichaamshelft,Myositis ossificans / adhaesies / traumatische bursitis
9136,Bovenste lichaamshelft,Fracturen
9137,Bovenste lichaamshelft,Onbekend
9138,Bovenste lichaamshelft,Whiplash injury (nektrauma)
9139,Bovenste lichaamshelft,Status na brandwonden
9140,Bovenste lichaamshelft,Hartaandoeningen (niet genoemd onder 41 t/m 49)
9141,Bovenste lichaamshelft,Myocard-infarct (AMI)
9142,Bovenste lichaamshelft,Status na coronary artery bypassoperatie (CABG)
9143,Bovenste lichaamshelft,Status na percutane transluminale coronair angioplastiek (PTCA)
9144,Bovenste lichaamshelft,Status na hartklepoperatie
9145,Bovenste lichaamshelft,Status na operatief gecorrigeerde congenitale afwijkingen
9146,Bovenste lichaamshelft,Lymfevataandoeningen / oedeem
9147,Bovenste lichaamshelft,Ulcus / decubitus / necrose
9148,Bovenste lichaamshelft,"Algemeen vaatlijden, circulatiestoornissen"
9149,Bovenste lichaamshelft,Onbekend
9150,Bovenste lichaamshelft,Cara
9151,Bovenste lichaamshelft,Aangeboren afwijkingen tractus respiratorius
9152,Bovenste lichaamshelft,Pneumothorax / longoedeem
9153,Bovenste lichaamshelft,Luchtweginfecties
9154,Bovenste lichaamshelft,COPD
9155,Bovenste lichaamshelft,Emfyseem
9156,Bovenste lichaamshelft,Interstitiële longaandoeningen incl. sarcoïdose
9160,Bovenste lichaamshelft,Diabetes mellitus
9161,Bovenste lichaamshelft,Immuniteitsstoornissen
9162,Bovenste lichaamshelft,Spastisch colon
9164,Bovenste lichaamshelft,Adipositas
9165,Bovenste lichaamshelft,"Overige-, erfelijke aandoeningen"
9168,Bovenste lichaamshelft,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
9169,Bovenste lichaamshelft,Nieuwvormingen zonder chirurgie
9170,Bovenste lichaamshelft,Perifere zenuwaandoening
9171,Bovenste lichaamshelft,Cerebellaire aandoeningen / encephalopathieën
9172,Bovenste lichaamshelft,Cerebrovasculair accident / centrale parese
9173,Bovenste lichaamshelft,Multiple sclerose / ALS/ spinale spieratrofie
9174,Bovenste lichaamshelft,Parkinson / extrapyramidale aandoening
9175,Bovenste lichaamshelft,HNP met radiculair syndroom
9176,Bovenste lichaamshelft,Dwarslaesie (incl. traumatisch en partieel)
9177,Bovenste lichaamshelft,Neurotraumata
9178,Bovenste lichaamshelft,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
9179,Bovenste lichaamshelft,Psychomotore retardatie / ontwikkelingsstoornissen
9180,Bovenste lichaamshelft,Symptomatologie (nog zonder aanwijsbare pathologie)
9181,Bovenste lichaamshelft,Psychosomatische aandoeningen
9182,Bovenste lichaamshelft,Hyperventilatie zonder longpathologie
9183,Bovenste lichaamshelft,Proctologie
9184,Bovenste lichaamshelft,"M.D.L. (Maag, Darm, Lever)"
9185,Bovenste lichaamshelft,Seksuologie
9186,Bovenste lichaamshelft,"Urine incontinentie, incontinentie urinae"
9187,Bovenste lichaamshelft,"Fecale incontinentie, incontinentie alvi"
9188,Bovenste lichaamshelft,Urologie
9189,Bovenste lichaamshelft,Gynaecologie
9190,Bovenste lichaamshelft,"Reumatoïde arthritis, chronische reuma"
9191,Bovenste lichaamshelft,Juveniel reuma
9192,Bovenste lichaamshelft,(Poly-) arthritis
9193,Bovenste lichaamshelft,Spondylitis ankylopoetica / ankylose
9194,Bovenste lichaamshelft,Overige reumatische- en collageenaandoeningen 
